id	time	电需求	热需求	泛能机产电量	泛能机产热量	泛能机消耗燃气量	补燃锅炉产热量	补燃锅炉消耗燃气量	泛能机电效率	泛能机热效率	补燃锅炉热效率	市电	市热	光伏消耗	光伏存储	光伏产电量	光热消耗	光热存储	光热产热量	储电量	储热量
145	01/07 00	0.07 	26.14 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	26.10 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
146	01/07 01	0.07 	30.80 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	30.80 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
147	01/07 02	0.07 	32.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	32.02 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
148	01/07 03	0.07 	33.05 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	33.05 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
149	01/07 04	0.07 	34.20 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	34.20 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
150	01/07 05	1.20 	36.29 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.30 	30.20 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.05 
151	01/07 06	1.83 	37.03 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.00 	30.90 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.08 	0.06 
152	01/07 07	1.20 	35.07 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.20 	28.40 	0.11 	0.00 	0.11 	0.56 	0	0.56 	0.09 	0.09 
153	01/07 08	0.37 	31.31 	0.26 	3.60 	0.29 	0	0	0.08 	1.19 	0	0.00 	27.10 	0.11 	0.00 	0.11 	0.56 	0	0.56 	0.08 	0.04 
154	01/07 09	0.53 	30.52 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	28.10 	0.48 	0.00 	0.48 	2.39 	0	2.39 	0.03 	0.00 
155	01/07 10	0.53 	22.10 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.10 	17.40 	0.22 	0.00 	0.22 	1.11 	0	1.11 	0.08 	0.02 
156	01/07 11	0.84 	14.10 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.00 	8.10 	0.24 	0.00 	0.24 	1.20 	0	1.20 	0.05 	0.02 
157	01/07 12	0.84 	10.69 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.00 	4.80 	0.22 	0.00 	0.22 	1.12 	0	1.12 	0.01 	0.05 
158	01/07 13	0.84 	10.50 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.10 	4.50 	0.48 	0.00 	0.48 	2.39 	0	2.39 	0.01 	0.04 
159	01/07 14	0.84 	10.01 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.20 	4.70 	0.11 	0.00 	0.11 	0.56 	0	0.56 	0.05 	0.09 
160	01/07 15	0.84 	9.45 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.10 	4.00 	0.11 	0.00 	0.11 	0.57 	0	0.57 	0.00 	0.01 
161	01/07 16	1.40 	8.98 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.50 	2.90 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.06 
162	01/07 17	2.10 	9.72 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.30 	3.60 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.09 	0.08 
163	01/07 18	3.27 	12.68 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.30 	6.50 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.02 	0.04 
164	01/07 19	3.27 	16.44 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.40 	10.30 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.05 	0.03 
165	01/07 20	3.11 	19.43 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.20 	13.30 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.04 	0.04 
166	01/07 21	2.65 	22.19 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.80 	16.10 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.09 	0.09 
167	01/07 22	1.71 	22.83 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.80 	16.60 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.07 	0.00 
168	01/07 23	0.23 	25.23 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.16 	25.23 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
169	01/08 00	0.07 	27.16 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	27.16 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
170	01/08 01	0.07 	31.82 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	31.82 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
171	01/08 02	0.07 	32.46 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	32.46 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
172	01/08 03	0.07 	32.76 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	32.76 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
173	01/08 04	0.07 	33.19 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	33.19 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
174	01/08 05	1.20 	34.55 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.30 	28.50 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.09 
175	01/08 06	1.83 	35.12 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.00 	28.90 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.08 	0.01 
176	01/08 07	1.20 	35.38 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.20 	28.80 	0.10 	0.00 	0.10 	0.49 	0	0.49 	0.07 	0.05 
177	01/08 08	0.37 	33.68 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.04 	32.33 	0.26 	0.00 	0.26 	1.30 	0	1.30 	0.00 	0.00 
178	01/08 09	0.53 	33.07 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.12 	31.02 	0.41 	0.00 	0.41 	2.05 	0	2.05 	0.00 	0.00 
179	01/08 10	0.53 	23.20 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.01 	20.61 	0.52 	0.00 	0.52 	2.58 	0	2.58 	0.00 	0.00 
180	01/08 11	0.84 	14.19 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.10 	8.20 	0.25 	0.00 	0.25 	1.27 	0	1.27 	0.09 	0.08 
181	01/08 12	0.84 	10.62 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.00 	4.60 	0.24 	0.00 	0.24 	1.18 	0	1.18 	0.06 	0.05 
182	01/08 13	0.84 	10.98 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.10 	5.20 	0.19 	0.00 	0.19 	0.94 	0	0.94 	0.08 	0.01 
183	01/08 14	0.84 	11.41 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.00 	5.30 	0.26 	0.00 	0.26 	1.30 	0	1.30 	0.07 	0.00 
184	01/08 15	0.84 	11.31 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.10 	6.10 	0.10 	0.00 	0.10 	0.49 	0	0.49 	0.01 	0.08 
185	01/08 16	1.40 	11.04 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.50 	4.90 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.08 
186	01/08 17	2.10 	11.89 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.20 	5.70 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.02 
187	01/08 18	3.27 	15.49 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.40 	9.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.03 	0.07 
188	01/08 19	3.27 	19.56 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.40 	13.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.06 	0.05 
189	01/08 20	3.11 	22.67 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.20 	16.50 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.04 	0.02 
190	01/08 21	2.65 	25.19 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.80 	19.10 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.09 	0.07 
191	01/08 22	1.71 	25.31 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.80 	19.20 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.08 	0.10 
192	01/08 23	0.23 	27.05 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.15 	26.96 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
193	01/09 00	0.07 	28.17 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	28.17 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
194	01/09 01	0.07 	32.40 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	32.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
195	01/09 02	0.07 	32.89 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	32.89 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
196	01/09 03	0.07 	33.05 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	33.05 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
197	01/09 04	0.07 	33.63 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	33.63 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
198	01/09 05	1.20 	35.27 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.30 	29.20 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.07 
199	01/09 06	1.83 	35.86 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.00 	29.70 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.08 	0.05 
200	01/09 07	1.20 	33.33 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.20 	26.70 	0.10 	0.00 	0.10 	0.51 	0	0.51 	0.08 	0.07 
201	01/09 08	0.37 	29.11 	0.26 	3.60 	0.29 	0	0	0.08 	1.19 	0	0.00 	24.90 	0.12 	0.00 	0.12 	0.61 	0	0.61 	0.08 	0.06 
202	01/09 09	0.53 	27.98 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.02 	25.78 	0.43 	0.00 	0.43 	2.14 	0	2.14 	0.00 	0.00 
203	01/09 10	0.53 	20.31 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	17.62 	0.53 	0.01 	0.54 	2.70 	0	2.70 	0.01 	0.00 
204	01/09 11	0.84 	13.30 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.00 	7.30 	0.26 	0.00 	0.26 	1.29 	0	1.29 	0.00 	0.09 
205	01/09 12	0.84 	10.42 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.10 	4.10 	0.54 	0.00 	0.54 	2.70 	0	2.70 	0.06 	0.07 
206	01/09 13	0.84 	10.57 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.10 	4.80 	0.19 	0.00 	0.19 	0.96 	0	0.96 	0.08 	0.06 
207	01/09 14	0.84 	10.34 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.10 	4.90 	0.12 	0.00 	0.12 	0.61 	0	0.61 	0.04 	0.02 
208	01/09 15	0.84 	9.82 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.20 	4.80 	0.05 	0.00 	0.05 	0.23 	0	0.23 	0.02 	0.03 
209	01/09 16	1.40 	9.44 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.50 	3.30 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.02 	0.03 
210	01/09 17	2.10 	10.33 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.20 	4.20 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.01 	0.04 
211	01/09 18	3.27 	13.59 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.40 	7.50 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.04 	0.08 
212	01/09 19	3.27 	17.56 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.40 	11.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.07 	0.06 
213	01/09 20	3.11 	20.45 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.20 	14.30 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.05 	0.05 
214	01/09 21	2.65 	22.91 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.70 	16.80 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.01 	0.08 
215	01/09 22	1.71 	22.83 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.90 	16.70 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.09 	0.09 
216	01/09 23	0.23 	24.51 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.14 	24.42 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
217	01/10 00	0.07 	25.51 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	25.51 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
218	01/10 01	0.07 	29.20 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	29.20 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
219	01/10 02	0.07 	29.40 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	29.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
220	01/10 03	0.07 	29.44 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	29.44 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
221	01/10 04	0.07 	29.59 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	29.59 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
222	01/10 05	1.20 	30.92 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.30 	24.80 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.02 
223	01/10 06	1.83 	31.01 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.00 	24.90 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.08 	0.05 
224	01/10 07	1.20 	32.39 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.20 	25.70 	0.12 	0.00 	0.12 	0.58 	0	0.58 	0.09 	0.08 
225	01/10 08	0.37 	32.32 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.14 	31.54 	0.14 	0.00 	0.14 	0.70 	0	0.70 	0.00 	0.00 
226	01/10 09	0.53 	32.70 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.05 	30.32 	0.48 	0.00 	0.48 	2.39 	0	2.39 	0.00 	0.00 
227	01/10 10	0.53 	23.33 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.00 	18.40 	0.28 	0.00 	0.28 	1.39 	0	1.39 	0.01 	0.06 
228	01/10 11	0.84 	14.27 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.00 	8.00 	0.30 	0.00 	0.30 	1.49 	0	1.49 	0.04 	0.07 
229	01/10 12	0.84 	10.62 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.00 	4.00 	0.60 	0.00 	0.60 	3.00 	0	3.00 	0.06 	0.06 
230	01/10 13	0.84 	10.77 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.10 	4.80 	0.48 	0.00 	0.48 	2.39 	0	2.39 	0.05 	0.07 
231	01/10 14	0.84 	11.34 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.00 	5.00 	0.30 	0.00 	0.30 	1.52 	0	1.52 	0.09 	0.05 
232	01/10 15	0.84 	11.56 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.20 	6.50 	0.05 	0.00 	0.05 	0.27 	0	0.27 	0.07 	0.05 
233	01/10 16	1.40 	11.61 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.50 	5.50 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.07 	0.08 
234	01/10 17	2.10 	12.56 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.20 	6.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.06 	0.06 
235	01/10 18	3.27 	15.91 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.40 	9.80 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.09 	0.09 
236	01/10 19	3.27 	18.92 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.30 	12.70 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.02 	0.00 
237	01/10 20	3.11 	21.28 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.20 	15.20 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.06 
238	01/10 21	2.65 	23.84 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.80 	17.70 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.06 	0.06 
239	01/10 22	1.71 	24.64 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.80 	18.50 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.04 	0.06 
240	01/10 23	0.23 	27.66 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.00 	24.10 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.07 	0.10 
241	01/11 00	0.07 	30.20 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	30.11 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
242	01/11 01	0.07 	35.88 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	35.88 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
243	01/11 02	0.07 	36.82 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	36.82 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
244	01/11 03	0.07 	37.09 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	37.09 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
245	01/11 04	0.07 	37.23 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	37.23 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
246	01/11 05	1.20 	38.61 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.30 	32.50 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.03 
247	01/11 06	1.83 	39.09 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.00 	33.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.08 	0.08 
248	01/11 07	1.20 	37.91 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.20 	31.40 	0.07 	0.00 	0.07 	0.37 	0	0.37 	0.05 	0.07 
249	01/11 08	0.37 	35.20 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.00 	31.10 	0.10 	0.00 	0.10 	0.49 	0	0.49 	0.03 	0.06 
250	01/11 09	0.53 	35.43 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.00 	30.30 	0.30 	0.00 	0.30 	1.49 	0	1.49 	0.06 	0.02 
251	01/11 10	0.53 	26.08 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.10 	24.19 	0.37 	0.00 	0.37 	1.87 	0	1.87 	0.00 	0.00 
252	01/11 11	0.84 	16.76 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.10 	11.00 	0.21 	0.00 	0.21 	1.03 	0	1.03 	0.04 	0.08 
253	01/11 12	0.84 	12.65 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.20 	7.20 	0.37 	0.00 	0.37 	1.87 	0	1.87 	0.03 	0.10 
254	01/11 13	0.84 	12.26 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.00 	5.90 	0.30 	0.00 	0.30 	1.49 	0	1.49 	0.06 	0.02 
255	01/11 14	0.84 	11.54 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.10 	5.80 	0.19 	0.00 	0.19 	0.95 	0	0.95 	0.09 	0.03 
256	01/11 15	0.84 	10.88 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.20 	5.70 	0.07 	0.00 	0.07 	0.37 	0	0.37 	0.09 	0.02 
257	01/11 16	1.40 	10.24 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.50 	4.10 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.09 	0.02 
258	01/11 17	2.10 	10.95 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.20 	4.80 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.08 	0.01 
259	01/11 18	3.27 	14.16 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.30 	8.10 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.01 	0.10 
260	01/11 19	3.27 	17.96 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.40 	11.80 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.04 	0.07 
261	01/11 20	3.11 	20.91 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.20 	14.70 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.02 	0.00 
262	01/11 21	2.65 	23.53 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.80 	17.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.07 	0.01 
263	01/11 22	1.71 	23.96 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.80 	17.90 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.06 	0.09 
264	01/11 23	0.23 	25.96 	0.26 	3.60 	0.29 	0	0	0.08 	1.19 	0	0.00 	22.30 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.09 	0.03 
265	01/12 00	0.07 	27.41 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	27.39 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.02 	0.00 
266	01/12 01	0.07 	31.53 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.05 	31.53 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
267	01/12 02	0.07 	31.73 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	31.73 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
268	01/12 03	0.07 	31.61 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	31.61 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
269	01/12 04	0.07 	31.75 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	31.75 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
270	01/12 05	1.20 	33.10 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.30 	27.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.04 
271	01/12 06	1.83 	33.50 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.00 	27.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.08 	0.08 
272	01/12 07	1.20 	35.54 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.20 	28.90 	0.10 	0.00 	0.10 	0.51 	0	0.51 	0.08 	0.08 
273	01/12 08	0.37 	36.39 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.04 	35.00 	0.26 	0.00 	0.26 	1.31 	0	1.31 	0.00 	0.00 
274	01/12 09	0.53 	38.15 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.10 	33.60 	0.20 	0.00 	0.20 	0.98 	0	0.98 	0.02 	0.02 
275	01/12 10	0.53 	28.14 	0.26 	3.60 	0.29 	0	0	0.08 	1.19 	0	0.10 	23.30 	0.25 	0.00 	0.25 	1.23 	0	1.23 	0.10 	0.01 
276	01/12 11	0.84 	17.64 	0.26 	3.60 	0.29 	0	0	0.08 	1.19 	0	0.00 	11.30 	0.55 	0.00 	0.55 	2.76 	0	2.76 	0.06 	0.02 
277	01/12 12	0.84 	13.05 	0.26 	3.60 	0.29 	0	0	0.08 	1.19 	0	0.10 	6.90 	0.51 	0.00 	0.51 	2.57 	0	2.57 	0.09 	0.04 
278	01/12 13	0.84 	12.67 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.10 	7.00 	0.41 	0.00 	0.41 	2.05 	0	2.05 	0.01 	0.02 
279	01/12 14	0.84 	12.21 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.20 	6.80 	0.12 	0.00 	0.12 	0.62 	0	0.62 	0.07 	0.03 
280	01/12 15	0.84 	11.44 	0.58 	4.80 	0.43 	0	0	0.13 	1.09 	0	0.20 	6.40 	0.05 	0.00 	0.05 	0.24 	0	0.24 	0.06 	0.04 
281	01/12 16	1.40 	10.58 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.50 	4.50 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.05 	0.09 
282	01/12 17	2.10 	11.06 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.20 	4.90 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.05 	0.07 
283	01/12 18	3.27 	14.02 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.40 	7.90 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.07 	0.10 
284	01/12 19	3.27 	17.56 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.30 	11.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.07 
285	01/12 20	3.11 	20.26 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	2.30 	14.10 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.09 	0.05 
286	01/12 21	2.65 	22.71 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	1.70 	16.60 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.04 	0.08 
287	01/12 22	1.71 	22.94 	0.90 	6.14 	0.58 	0	0	0.15 	1.02 	0	0.80 	16.80 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.02 	0.08 
288	01/12 23	0.23 	24.87 	0.26 	3.60 	0.29 	0	0	0.09 	1.19 	0	0.00 	21.20 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.05 	0.01 
